google_id,name,lat,lng
ChIJ1dIgznMDskAR0hOUTCIbTII,YoYo Burger,44.4800751,26.1013647
ChIJwe4lH6sDskARf3eam0KeS4Y,Ciorbărie,44.4795902,26.095616500000002
ChIJI8r0VngDskARH-ujO9B36_Q,Hub Convenience,44.4792077,26.100177300000002
ChIJn44JBnACskARp-VjTyOtqvo,Terasa Express,44.4790573,26.0996571
ChIJBejAoOADskARr7JalIABuDQ,GLOVO DROPSPOT HENRI COANDA,44.498576799999995,26.102773499999998
ChIJydKYKZn4sUARimyv-vhnkNw,Yellow.Menu,44.46918060000001,26.11299
ChIJ0_00Yp74sUARQyTkq4SFTGg,Dancing Lobster - Restaurant portughez cu peste si fructe de mare - Oferim livrare,44.4709656,26.110211800000002
ChIJWaUmTr34sUARS03p5O99rlI,Pizza Family Bucuresti,44.46467519999999,26.116544199999996
ChIJa-IwKLv4sUARKpOf3vyT1XA,Circus Pub,44.459248200000005,26.1113396
ChIJgez3Apj4sUARe5BG3z4ZAfE,33 Pizza,44.4657717,26.11678689999999
ChIJw5T3frv4sUAR9G5Oi0aSMMU,Restaurant Quartiere,44.4605548,26.116023300000002
ChIJ0XsRF6f4sUARwHY2XxjPID0,Springtime,44.4628375,26.101255399999996
ChIJWSXgsaf4sUARPMBZMR7Cu6k,Madame Pogany,44.461337799999995,26.10021
ChIJgRzDw6P4sUARdmLwF42kscE,McDonald's,44.463804700000004,26.1085451
ChIJIXNjwK_4sUARe5DitHR8wqU,The Canteen,44.456637799999996,26.1061254
ChIJCcjrkpv4sUARbddtT5jwgaI,Tapo,44.471684999999994,26.116072
ChIJnSkTsqf4sUAR88xBDIFg5Ow,Yoshi Sushi&Teppanyaki,44.4613369,26.100225199999997
ChIJ2_THSRz5sUARX15YP7TP-co,Burgerati,44.465596600000005,26.10579049999999
ChIJq6q-VfoBskARM0qD-Q3eAVw,Amis de la Fête,44.4643623,26.109215600000002
ChIJReybg935sUAR3v7OZx7PnJ4,Yuzu Sushi și specialități asiatice,44.463512400000006,26.109856399999998
ChIJ42qzvKP4sUARKwQHHqKRsR8,Subway,44.463512400000006,26.109856399999998
